Transaction Date,Customer ID,Product Description
2014-05-16,1560,small milk
2014-05-16,1560,white bread
2014-05-16,2633,bottled water
2014-05-16,2633,other vegetables
2014-05-16,2666,margarine
2014-05-16,2666,soda
2014-05-16,3828,bottled water
2014-05-16,3828,med milk
2014-05-16,3893,roll products 
2014-05-16,3893,soda
2014-05-16,3990,butter
2014-05-16,3990,italian sausage
2014-05-16,3990,salty snack
2014-05-16,3990,sausage
2014-05-16,4292,bottled beer
2014-05-16,4292,brown bread
2014-05-16,4292,chewing gum
2014-05-16,4292,domestic eggs
2014-05-16,4373,bottled water
2014-05-16,4373,nut snack
2014-05-17,1023,chicken
2014-05-17,1023,frozen meals
2014-05-17,1419,flour
2014-05-17,1419,pastry
2014-05-17,1572,chicken
2014-05-17,1572,long life bakery product
2014-05-17,1572,margarine
2014-05-17,1622,large milk
2014-05-17,1622,misc. beverages
2014-05-17,1622,shopping bags
2014-05-17,1622,yogurt
2014-05-17,2010,shopping bags
2014-05-17,2010,soda
2014-05-17,2024,canned beer
2014-05-17,2024,margarine
2014-05-17,2374,bottled water
2014-05-17,2374,canned beer
2014-05-17,2447,frozen vegetables
2014-05-17,2447,other vegetables
2014-05-17,2447,rolls/buns
2014-05-17,2447,root vegetables
2014-05-17,2562,coffee
2014-05-17,2562,oil
2014-05-17,2562,salad dressing
2014-05-17,2585,large milk
2014-05-17,2585,soda
2014-05-17,2585,UHT-milk
2014-05-17,2627,cat food
2014-05-17,2627,liquor (appetizer)
2014-05-17,3402,coffee
2014-05-17,3402,white bread
2014-05-17,3620,berries
2014-05-17,3620,soda
2014-05-17,3840,frozen meals
2014-05-17,3840,soda
2014-05-17,4052,specialty vegetables
2014-05-17,4052,UHT-milk
2014-05-17,4103,baking powder
2014-05-17,4103,canned beer
2014-05-17,4103,rolls/buns
2014-05-17,4103,soda
2014-05-17,4145,onions
2014-05-17,4145,pastry
2014-05-17,4145,sauces
2014-05-17,4306,napkins
2014-05-17,4306,white bread
2014-05-17,4480,italian sausage
2014-05-17,4480,jam
2014-05-17,4480,rolls/buns
2014-05-17,4480,soda
2014-05-17,4585,pastry
2014-05-17,4585,yogurt
2014-05-17,4586,red/blush wine
2014-05-17,4586,rolls/buns
2014-05-18,1190,pip fruit
2014-05-18,1190,rolls/buns
2014-05-18,1190,soda
2014-05-18,1204,root vegetables
2014-05-18,1204,yogurt
2014-05-18,1438,butter
2014-05-18,1438,coffee
2014-05-18,1573,other vegetables
2014-05-18,1573,pastry
2014-05-18,1573,root vegetables
2014-05-18,1985,dessert
2014-05-18,1985,sausage
2014-05-18,1985,small milk
2014-05-18,2011,liquor
2014-05-18,2011,soda
2014-05-18,2081,hamburger meat
2014-05-18,2081,large milk
2014-05-18,2584,chicken
2014-05-18,2584,domestic eggs
2014-05-18,2709,bottled water
2014-05-18,2709,other vegetables
2014-05-18,2758,frozen meals
2014-05-18,2758,large milk
2014-05-18,2758,soda
2014-05-18,2758,yogurt
2014-05-18,2763,cereals
2014-05-18,2763,large milk
2014-05-18,2763,rolls/buns
2014-05-18,2763,whipped/sour cream
2014-05-18,2831,pip fruit
2014-05-18,2831,soda
2014-05-18,3526,domestic eggs
2014-05-18,3526,specialty cheese
2014-05-18,3621,other vegetables
2014-05-18,3621,sauces
2014-05-18,3705,frozen meals
2014-05-18,3705,rolls/buns
2014-05-18,3705,yogurt
2014-05-18,3834,rolls/buns
2014-05-18,3834,salty snack
2014-05-18,4019,bottled water
2014-05-18,4019,chewing gum
2014-05-18,4039,hamburger meat
2014-05-18,4039,hygiene articles
2014-05-18,4097,butter
2014-05-18,4097,condensed milk
2014-05-18,4291,bottled water
2014-05-18,4291,root vegetables
2014-05-18,4585,domestic eggs
2014-05-18,4585,shopping bags
2014-05-18,4622,brown bread
2014-05-18,4622,whipped/sour cream
2014-05-18,4716,grapes
2014-05-18,4716,napkins
2014-05-18,4781,beverages
2014-05-18,4781,sugar
2014-05-19,1061,beef
2014-05-19,1061,chocolate
2014-05-19,1061,rolls/buns
2014-05-19,1061,soda
2014-05-19,1257,cream cheese 
2014-05-19,1257,frozen dessert
2014-05-19,1296,cereals
2014-05-19,1296,flower (seeds)
2014-05-19,1296,soft cheese
2014-05-19,1317,rolls/buns
2014-05-19,1317,sausage
2014-05-19,1580,chewing gum
2014-05-19,1580,citrus fruit
2014-05-19,1580,italian sausage
2014-05-19,1580,sausage
2014-05-19,1983,hamburger meat
2014-05-19,1983,fish
2014-05-19,1983,small milk
2014-05-19,2160,beverages
2014-05-19,2160,butter milk
2014-05-19,2184,fish
2014-05-19,2184,small milk
2014-05-19,2184,yogurt
2014-05-19,2674,chicken
2014-05-19,2674,grapes
2014-05-19,3357,beverages
2014-05-19,3357,hygiene articles
2014-05-19,3357,large milk
2014-05-19,3357,long life bakery product
2014-05-19,3357,shopping bags
2014-05-19,3461,chocolate
2014-05-19,3461,soda
2014-05-19,3461,sugar
2014-05-19,3461,white bread
2014-05-19,3502,fruit/vegetable juice
2014-05-19,3502,other vegetables
2014-05-19,3660,pip fruit
2014-05-19,3660,rolls/buns
2014-05-19,3681,specialty fat
2014-05-19,3681,whipped/sour cream
2014-05-19,3740,napkins
2014-05-19,3740,pork
2014-05-19,3816,dog food
2014-05-19,3816,root vegetables
2014-05-19,3893,pip fruit
2014-05-19,3893,rolls/buns
2014-05-19,3893,shopping bags
2014-05-19,3953,root vegetables
2014-05-19,3953,soda
2014-05-19,4256,bottled water
2014-05-19,4256,specialty bar
2014-05-19,4464,other vegetables
2014-05-19,4464,root vegetables
2014-05-19,4464,soda
2014-05-19,4798,pip fruit
2014-05-19,4798,popcorn
2014-05-19,4798,soda
2014-05-19,4877,bottled beer
2014-05-19,4877,canned vegetables
2014-05-19,4957,butter
2014-05-19,4957,detergent
2014-05-19,4991,root vegetables
2014-05-19,4991,shopping bags
2014-05-19,4999,detergent
2014-05-19,4999,other vegetables
2014-05-20,1069,brown bread
2014-05-20,1069,fruit/vegetable juice
2014-05-20,1395,cereals
2014-05-20,1395,long life bakery product
2014-05-20,1395,shopping bags
2014-05-20,1450,canned beer
2014-05-20,1569,berries
2014-05-20,1569,rolls/buns
2014-05-20,1636,napkins
2014-05-20,1636,root vegetables
2014-05-20,1795,dessert
2014-05-20,1795,domestic eggs
2014-05-20,1795,large milk
2014-05-20,1795,yogurt
2014-05-20,1910,other vegetables
2014-05-20,1910,rolls/buns
2014-05-20,1924,other vegetables
2014-05-20,1924,white bread
2014-05-20,2339,baking powder
2014-05-20,2339,ham
2014-05-20,2339,italian sausage
2014-05-20,2339,sausage
2014-05-20,2339,sliced cheese
2014-05-20,2339,small milk
2014-05-20,2394,canned beer
2014-05-20,2394,semi-finished bread
2014-05-20,2746,frozen meals
2014-05-20,2746,pickled vegetables
2014-05-20,3044,rolls/buns
2014-05-20,3044,shopping bags
2014-05-20,3450,beverages
2014-05-20,3450,pastry
2014-05-20,3711,cat food
2014-05-20,3711,domestic eggs
2014-05-20,3956,chocolate
2014-05-20,3956,hamburger meat
2014-05-20,3956,processed cheese
2014-05-20,4030,brown bread
2014-05-20,4030,onions
2014-05-20,4222,large milk
2014-05-20,4222,other vegetables
2014-05-20,4222,sausage
2014-05-20,4222,shopping bags
2014-05-20,4237,pastry
2014-05-20,4237,pork
2014-05-20,4278,canned vegetables
2014-05-20,4278,white wine
2014-05-20,4563,herbs
2014-05-20,4563,margarine
2014-05-20,4563,pork
2014-05-20,4563,root vegetables
2014-05-20,4652,baking powder
2014-05-20,4652,bottled water
2014-05-20,4662,bottled water
2014-05-20,4662,frozen meals
2014-05-20,4851,chocolate
2014-05-20,4851,rolls/buns
2014-05-20,4851,sausage
2014-05-20,4851,soda
2014-05-20,4851,spread cheese
2014-05-20,4865,chocolate
2014-05-20,4865,whipped/sour cream
2014-05-21,1625,butter
2014-05-21,1625,sausage
2014-05-21,1687,domestic eggs
2014-05-21,1687,UHT-milk
2014-05-21,1862,cookware
2014-05-21,1862,liquor (appetizer)
2014-05-21,1862,oil
2014-05-21,1862,seasonal products
2014-05-21,1916,citrus fruit
2014-05-21,1916,small milk
2014-05-21,2056,large milk
2014-05-21,2056,potato products
2014-05-21,2056,root vegetables
2014-05-21,2380,large milk
2014-05-21,2380,long life bakery product
2014-05-21,2380,rolls/buns
2014-05-21,2380,soda
2014-05-21,2644,coffee
2014-05-21,2644,Instant food products
2014-05-21,2644,med milk
2014-05-21,2644,yogurt
2014-05-21,2693,mayonnaise
2014-05-21,2693,white bread
2014-05-21,2713,canned beer
2014-05-21,2713,frozen meals
2014-05-21,3082,fruit/vegetable juice
2014-05-21,3082,herbs
2014-05-21,3082,med milk
2014-05-21,3101,chocolate
2014-05-21,3101,fruit/vegetable juice
2014-05-21,3246,rolls/buns
2014-05-21,3246,root vegetables
2014-05-21,3485,napkins
2014-05-21,3485,pork
2014-05-21,3959,instant coffee
2014-05-21,3959,rolls/buns
2014-05-21,3959,sauces
2014-05-21,4430,citrus fruit
2014-05-21,4430,cream cheese 
2014-05-21,4807,curd
2014-05-21,4807,frozen fish
2014-05-22,1023,curd
2014-05-22,1023,male cosmetics
2014-05-22,1108,canned beer
2014-05-22,1108,grapes
2014-05-22,1108,pastry
2014-05-22,1108,whipped/sour cream
2014-05-22,1142,newspapers
2014-05-22,1142,soups
2014-05-22,1170,canned beer
2014-05-22,1170,large milk
2014-05-22,1283,bottled water
2014-05-22,1283,pork
2014-05-22,1283,rolls/buns
2014-05-22,1283,soda
2014-05-22,2371,other vegetables
2014-05-22,2371,UHT-milk
2014-05-22,2443,pip fruit
2014-05-22,2443,white wine
2014-05-22,2648,cereals
2014-05-22,2648,coffee
2014-05-22,2648,other vegetables
2014-05-22,2648,root vegetables
2014-05-22,2648,soda
2014-05-22,2672,flour
2014-05-22,2672,rolls/buns
2014-05-22,2672,soda
2014-05-22,2729,soft cheese
2014-05-22,2729,spices
2014-05-22,3116,ham
2014-05-22,3116,pickled vegetables
2014-05-22,3116,soda
2014-05-22,3414,cream cheese 
2014-05-22,3414,large milk
2014-05-22,3414,napkins
2014-05-22,3414,whipped/sour cream
2014-05-22,3487,frozen vegetables
2014-05-22,3487,whipped/sour cream
2014-05-22,3621,bottled water
2014-05-22,3621,pork
2014-05-22,3799,hamburger meat
2014-05-22,3799,small milk
2014-05-22,3799,tropical fruit
2014-05-22,3799,yogurt
2014-05-22,3916,onions
2014-05-22,3916,tropical fruit
2014-05-22,4274,chicken
2014-05-22,4274,large milk
2014-05-22,4274,whipped/sour cream
2014-05-22,4274,yogurt
2014-05-22,4368,coffee
2014-05-22,4368,yogurt
2014-05-23,1053,herbs
2014-05-23,1053,large milk
2014-05-23,1053,other vegetables
2014-05-23,1053,salad dressing
2014-05-23,1053,sugar
2014-05-23,1146,soda
2014-05-23,1146,yogurt
2014-05-23,1410,condensed milk
2014-05-23,1410,med milk
2014-05-23,1410,delete
2014-05-23,1410,yogurt
2014-05-23,1554,pip fruit
2014-05-23,1554,soda
2014-05-23,1711,cereals
2014-05-23,1711,herbs
2014-05-23,1711,oil
2014-05-23,1711,small milk
2014-05-23,1928,bottled beer
2014-05-23,1928,napkins
2014-05-23,1928,newspapers
2014-05-23,2142,bottled water
2014-05-23,2142,seasonal products
2014-05-23,2175,frozen fish
2014-05-23,2175,pastry
2014-05-23,2666,bottled beer
2014-05-23,2666,frozen vegetables
2014-05-23,2715,pip fruit
2014-05-23,2715,rolls/buns
2014-05-23,2715,yogurt
2014-05-23,2873,frozen vegetables
2014-05-23,2873,med milk
2014-05-23,2873,newspapers
2014-05-23,2873,rolls/buns
2014-05-23,3016,other vegetables
2014-05-23,3016,pastry
2014-05-23,3048,meat spreads
2014-05-23,3048,pastry
2014-05-23,3350,newspapers
2014-05-23,3350,rolls/buns
2014-05-23,3733,butter
2014-05-23,3733,white bread
2014-05-23,4096,margarine
2014-05-23,4096,pasta
2014-05-23,4099,Instant food products
2014-05-23,4099,root vegetables
2014-05-23,4116,dishes
2014-05-23,4116,pastry
2014-05-23,4445,domestic eggs
2014-05-23,4445,flower (seeds)
2014-05-23,4587,salt
2014-05-23,4587,seasonal products
2014-05-23,4735,skin care
2014-05-23,4735,sliced cheese
2014-05-23,4761,frozen fish
2014-05-23,4761,ketchup
2014-05-23,4842,frozen vegetables
2014-05-23,4842,sausage
2014-05-23,4847,rolls/buns
2014-05-23,4847,shopping bags
2014-05-23,4948,curd
2014-05-23,4948,root vegetables
2014-05-24,1058,chicken
2014-05-24,1058,other vegetables
2014-05-24,1058,salad dressing
2014-05-24,1466,root vegetables
2014-05-24,1501,baking powder
2014-05-24,1501,chicken
2014-05-24,1501,italian sausage
2014-05-24,1501,sausage
2014-05-24,1507,domestic eggs
2014-05-24,1507,frozen vegetables
2014-05-24,1507,fruit/vegetable juice
2014-05-24,1507,other vegetables
2014-05-24,1507,root vegetables
2014-05-24,1507,yogurt
2014-05-24,1747,other vegetables
2014-05-24,1747,root vegetables
2014-05-24,1764,coffee
2014-05-24,1764,herbs
2014-05-24,1764,pork
2014-05-24,1764,UHT-milk
2014-05-24,1887,bottled beer
2014-05-24,1887,oil
2014-05-24,2133,bottled water
2014-05-24,2133,cat food
2014-05-24,2133,other vegetables
2014-05-24,2613,domestic eggs
2014-05-24,2613,yogurt
2014-05-24,2957,frozen vegetables
2014-05-24,2957,margarine
2014-05-24,2974,frozen vegetables
2014-05-24,2974,tropical fruit
2014-05-24,3138,coffee
2014-05-24,3138,other vegetables
2014-05-24,3869,detergent
2014-05-24,3869,newspapers
2014-05-24,3916,canned beer
2014-05-24,3916,dishes
2014-05-24,4169,canned beer
2014-05-24,4169,small milk
2014-05-24,4371,butter
2014-05-24,4371,frozen vegetables
2014-05-24,4410,candy
2014-05-24,4410,onions
2014-05-24,4410,other vegetables
2014-05-24,4410,rolls/buns
2014-05-24,4410,root vegetables
2014-05-24,4489,bottled water
2014-05-24,4489,curd
2014-05-24,4489,med milk
2014-05-24,4489,other vegetables
2014-05-24,4489,shopping bags
2014-05-24,4489,white bread
2014-05-24,4656,other vegetables
2014-05-24,4656,rolls/buns
2014-05-24,4709,citrus fruit
2014-05-24,4709,other vegetables
2014-05-24,4709,root vegetables
2014-05-25,1085,newspapers
2014-05-25,1085,yogurt
2014-05-25,1103,candles
2014-05-25,1103,chicken
2014-05-25,1103,pastry
2014-05-25,1136,instant coffee
2014-05-25,1136,shopping bags
2014-05-25,1204,med milk
2014-05-25,1204,waffles
2014-05-25,1212,beef
2014-05-25,1212,domestic eggs
2014-05-25,1212,herbs
2014-05-25,1212,pork
2014-05-25,1339,frozen vegetables
2014-05-25,1339,grapes
2014-05-25,1339,vinegar
2014-05-25,1480,beef
2014-05-25,1480,cereals
2014-05-25,1480,grapes
2014-05-25,1785,curd
2014-05-25,1785,other vegetables
2014-05-25,2060,brown bread
2014-05-25,2060,salty snack
2014-05-25,2060,soups
2014-05-25,2162,dog food
2014-05-25,2162,med milk
2014-05-25,2185,citrus fruit
2014-05-25,2185,other vegetables
2014-05-25,2357,bottled beer
2014-05-25,2357,frozen meals
2014-05-25,2357,sauces
2014-05-25,2383,beef
2014-05-25,2383,condensed milk
2014-05-25,2438,rolls/buns
2014-05-25,2438,tropical fruit
2014-05-25,2708,coffee
2014-05-25,2708,other vegetables
2014-05-25,2708,root vegetables
2014-05-25,2831,fruit/vegetable juice
2014-05-25,2831,margarine
2014-05-25,2855,tropical fruit
2014-05-25,2855,UHT-milk
2014-05-25,3051,canned beer
2014-05-25,3051,rolls/buns
2014-05-25,3051,salty snack
2014-05-25,3051,soda
2014-05-25,3068,beverages
2014-05-25,3068,pasta
2014-05-25,3068,small milk
2014-05-25,3399,brown bread
2014-05-25,3399,large milk
2014-05-25,3399,rolls/buns
2014-05-25,3399,soda
2014-05-25,3679,rolls/buns
2014-05-25,3679,salty snack
2014-05-25,3745,bottled water
2014-05-25,3745,specialty cheese
2014-05-25,4075,margarine
2014-05-25,4075,other vegetables
2014-05-25,4331,coffee
2014-05-25,4331,margarine
2014-05-25,4376,fruit/vegetable juice
2014-05-25,4376,hygiene articles
2014-05-25,4376,whipped/sour cream
2014-05-25,4495,herbs
2014-05-25,4495,long life bakery product
2014-05-25,4495,oil
2014-05-25,4495,pip fruit
2014-05-25,4495,pork
2014-05-25,4993,rolls/buns
2014-05-25,4993,shopping bags
2014-05-25,4993,soda
2014-05-26,1235,butter
2014-05-26,1235,roll products 
2014-05-26,1456,softener
2014-05-26,1456,whipped/sour cream
2014-05-26,1497,packaged fruit/vegetables
2014-05-26,1497,salad dressing
2014-05-26,1497,tea
2014-05-26,2063,onions
2014-05-26,2063,other vegetables
2014-05-26,2063,rolls/buns
2014-05-26,2063,soda
2014-05-26,2269,bottled water
2014-05-26,2269,italian sausage
2014-05-26,2269,sausage
2014-05-26,2269,sliced cheese
2014-05-26,2522,pasta
2014-05-26,2522,soda
2014-05-26,2545,citrus fruit
2014-05-26,2545,small milk
2014-05-26,2581,bottled water
2014-05-26,2581,dessert
2014-05-26,2629,candy
2014-05-26,2629,med milk
2014-05-26,2666,chocolate
2014-05-26,2666,herbs
2014-05-26,2666,small milk
2014-05-26,2758,flour
2014-05-26,2758,UHT-milk
2014-05-26,2784,domestic eggs
2014-05-26,2784,house keeping products
2014-05-26,2784,large milk
2014-05-26,2784,whipped/sour cream
2014-05-26,2924,newspapers
2014-05-26,2924,other vegetables
2014-05-26,2924,root vegetables
2014-05-26,2924,salad dressing
2014-05-26,2924,shopping bags
2014-05-26,2924,sliced cheese
2014-05-26,3081,canned fish
2014-05-26,3081,specialty cheese
2014-05-26,3081,specialty vegetables
2014-05-26,3081,yogurt
2014-05-26,3115,frozen vegetables
2014-05-26,3115,sugar
2014-05-26,3338,hamburger meat
2014-05-26,3338,pasta
2014-05-26,3561,brown bread
2014-05-26,3561,italian sausage
2014-05-26,3646,newspapers
2014-05-26,3646,whipped/sour cream
2014-05-26,3764,bottled water
2014-05-26,3764,large milk
2014-05-26,3764,sugar
2014-05-26,3764,yogurt
2014-05-26,3793,large milk
2014-05-26,3793,shopping bags
2014-05-26,3793,soda
2014-05-26,4154,mustard
2014-05-26,4154,rolls/buns
2014-05-26,4154,soda
2014-05-26,4154,white bread
2014-05-26,4178,butter
2014-05-26,4178,popcorn
2014-05-26,4494,chicken
2014-05-26,4494,sugar
2014-05-26,4562,female sanitary products
2014-05-26,4562,soda
2014-05-27,1018,berries
2014-05-27,1018,cake bar
2014-05-27,1825,salty snack
2014-05-27,1825,zwieback
2014-05-27,2029,bottled water
2014-05-27,2029,fish
2014-05-27,2029,small milk
2014-05-27,2029,yogurt
2014-05-27,2493,hard cheese
2014-05-27,2493,med milk
2014-05-27,2493,soda
2014-05-27,2543,root vegetables
2014-05-27,2543,sauces
2014-05-27,2543,whipped/sour cream
2014-05-27,2617,chewing gum
2014-05-27,2617,frozen vegetables
2014-05-27,2766,candles
2014-05-27,2766,cereals
2014-05-27,2766,coffee
2014-05-27,2917,rolls/buns
2014-05-27,2917,yogurt
2014-05-27,2918,rolls/buns
2014-05-27,2918,waffles
2014-05-27,2963,citrus fruit
2014-05-27,2963,frozen vegetables
2014-05-27,2967,med milk
2014-05-27,2967,oil
2014-05-27,3083,fruit/vegetable juice
2014-05-27,3083,waffles
2014-05-27,3116,chewing gum
2014-05-27,3116,frozen vegetables
2014-05-27,3116,ham
2014-05-27,3116,other vegetables
2014-05-27,3116,root vegetables
2014-05-27,3116,sauces
2014-05-27,3312,margarine
2014-05-27,3312,other vegetables
2014-05-27,3312,rolls/buns
2014-05-27,3312,root vegetables
2014-05-27,3312,tidbits
2014-05-27,3560,detergent
2014-05-27,3560,italian sausage
2014-05-27,3560,light bulbs
2014-05-27,3560,sausage
2014-05-27,3569,bottled water
2014-05-27,3569,italian sausage
2014-05-27,3582,med milk
2014-05-27,3582,rolls/buns
2014-05-27,3982,dessert
2014-05-27,3982,meat
2014-05-27,4014,misc. beverages
2014-05-27,4014,yogurt
2014-05-27,4370,curd
2014-05-27,4370,pastry
2014-05-27,4370,salad dressing
2014-05-27,4370,yogurt
2014-05-27,4394,brown bread
2014-05-27,4394,pastry
2014-05-27,4522,other vegetables
2014-05-27,4522,soda
2014-05-28,1218,cling film/bags
2014-05-28,1218,curd
2014-05-28,1218,meat
2014-05-28,1428,other vegetables
2014-05-28,1428,soda
2014-05-28,1509,citrus fruit
2014-05-28,1509,domestic eggs
2014-05-28,1594,specialty bar
2014-05-28,1594,yogurt
2014-05-28,1750,beef
2014-05-28,1750,shopping bags
2014-05-28,1930,bottled water
2014-05-28,1930,soda
2014-05-28,1971,dessert
2014-05-28,1971,herbs
2014-05-28,1971,white wine
2014-05-28,2329,misc. beverages
2014-05-28,2329,newspapers
2014-05-28,2349,large milk
2014-05-28,2349,yogurt
2014-05-28,2408,other vegetables
2014-05-28,2408,rolls/buns
2014-05-28,2439,canned fruit
2014-05-28,2439,dog food
2014-05-28,2508,dessert
2014-05-28,2508,frozen vegetables
2014-05-28,2548,flour
2014-05-28,2548,waffles
2014-05-28,2849,pip fruit
2014-05-28,2849,sauces
2014-05-28,2954,fruit/vegetable juice
2014-05-28,2954,soda
2014-05-28,3366,chewing gum
2014-05-28,3366,shopping bags
2014-05-28,3366,small milk
2014-05-28,3366,softener
2014-05-28,4070,butter milk
2014-05-28,4070,cake bar
2014-05-28,4230,canned beer
2014-05-28,4230,italian sausage
2014-05-28,4230,pastry
2014-05-28,4230,sausage
2014-05-28,4512,chocolate
2014-05-28,4512,pip fruit
2014-05-28,4512,seasonal products
2014-05-28,4594,small milk
2014-05-28,4594,soda
2014-05-28,4594,tea
2014-05-28,4650,pastry
2014-05-28,4650,roll products 
2014-05-28,4809,chicken
2014-05-28,4809,margarine
2014-05-28,4836,chocolate
2014-05-28,4836,curd
2014-05-28,4836,salty snack
2014-05-28,4973,brown bread
2014-05-28,4973,newspapers
2014-05-28,4973,yogurt
2014-05-29,1169,finished products
2014-05-29,1169,newspapers
2014-05-29,1169,rolls/buns
2014-05-29,1169,soda
2014-05-29,1169,whipped/sour cream
2014-05-29,1285,bottled water
2014-05-29,1285,chocolate marshmallow
2014-05-29,1285,napkins
2014-05-29,1285,tropical fruit
2014-05-29,1359,frozen fish
2014-05-29,1359,italian sausage
2014-05-29,1359,newspapers
2014-05-29,1359,sausage
2014-05-29,1359,soda
2014-05-29,1359,tropical fruit
2014-05-29,1513,bottled beer
2014-05-29,1513,rolls/buns
2014-05-29,1513,soda
2014-05-29,1513,sparkling wine
2014-05-29,1513,whipped/sour cream
2014-05-29,1529,bottled water
2014-05-29,1529,margarine
2014-05-29,1529,other vegetables
2014-05-29,1602,fruit/vegetable juice
2014-05-29,1602,pip fruit
2014-05-29,1632,newspapers
2014-05-29,1632,root vegetables
2014-05-29,1653,cereals
2014-05-29,1653,large milk
2014-05-29,1653,long life bakery product
2014-05-29,1653,margarine
2014-05-29,1798,beverages
2014-05-29,1798,bottled water
2014-05-29,2086,small milk
2014-05-29,2086,soda
2014-05-29,2615,chocolate
2014-05-29,2615,rolls/buns
2014-05-29,2727,bottled beer
2014-05-29,2727,soda
2014-05-29,2789,bottled beer
2014-05-29,2789,yogurt
2014-05-29,3098,citrus fruit
2014-05-29,3098,sugar
2014-05-29,3110,cereals
2014-05-29,3110,herbs
2014-05-29,3110,root vegetables
2014-05-29,3193,med milk
2014-05-29,3193,yogurt
2014-05-29,3204,tropical fruit
2014-05-29,3204,yogurt
2014-05-29,3297,cat food
2014-05-29,3297,frozen meals
2014-05-29,3297,fruit/vegetable juice
2014-05-29,3297,processed cheese
2014-05-29,3435,hamburger meat
2014-05-29,3435,pasta
2014-05-29,3584,soft cheese
2014-05-29,3584,whipped/sour cream
2014-05-29,3657,butter
2014-05-29,3657,rolls/buns
2014-05-29,3731,canned vegetables
2014-05-29,3731,tropical fruit
2014-05-29,3922,small milk
2014-05-29,3922,soda
2014-05-29,3922,yogurt
2014-05-29,4030,butter
2014-05-29,4030,margarine
2014-05-29,4159,dishes
2014-05-29,4159,other vegetables
2014-05-29,4211,newspapers
2014-05-29,4211,other vegetables
2014-05-29,4211,root vegetables
2014-05-29,4211,whipped/sour cream
2014-05-29,4261,dessert
2014-05-29,4261,other vegetables
2014-05-29,4261,root vegetables
2014-05-29,4261,salad dressing
2014-05-29,4261,whisky
2014-05-29,4319,detergent
2014-05-29,4319,tropical fruit
2014-05-29,4577,frozen meals
2014-05-29,4577,soups
2014-05-29,4764,brown bread
2014-05-29,4764,soap
2014-05-30,1021,butter
2014-05-30,1021,sliced cheese
2014-05-30,1050,cat food
2014-05-30,1050,pasta
2014-05-30,1050,yogurt
2014-05-30,1110,margarine
2014-05-30,1110,yogurt
2014-05-30,1125,margarine
2014-05-30,1125,rolls/buns
2014-05-30,1125,root vegetables
2014-05-30,1632,misc. beverages
2014-05-30,1632,white bread
2014-05-30,1690,brown bread
2014-05-30,1690,rolls/buns
2014-05-30,1693,canned beer
2014-05-30,1693,cream cheese 
2014-05-30,1693,waffles
2014-05-30,1842,newspapers
2014-05-30,1842,vinegar
2014-05-30,1908,cereals
2014-05-30,1908,misc. beverages
2014-05-30,1908,zwieback
2014-05-30,1922,large milk
2014-05-30,1922,whipped/sour cream
2014-05-30,2111,bottled beer
2014-05-30,2111,other vegetables
2014-05-30,2120,butter
2014-05-30,2120,potato products
2014-05-30,2146,bottled water
2014-05-30,2146,sausage
2014-05-30,2201,ice cream
2014-05-30,2201,small milk
2014-05-30,2201,yogurt
2014-05-30,2219,root vegetables
2014-05-30,2350,rolls/buns
2014-05-30,2350,tidbits
2014-05-30,2612,bottled water
2014-05-30,2612,med milk
2014-05-30,2612,tropical fruit
2014-05-30,2612,yogurt
2014-05-30,2773,female sanitary products
2014-05-30,2773,margarine
2014-05-30,2831,butter
2014-05-30,2831,sliced cheese
2014-05-30,2831,soda
2014-05-30,2832,bottled water
2014-05-30,2832,specialty chocolate
2014-05-30,2857,meat
2014-05-30,2857,waffles
2014-05-30,3481,other vegetables
2014-05-30,3481,yogurt
2014-05-30,3649,rolls/buns
2014-05-30,3649,soda
2014-05-30,3917,detergent
2014-05-30,3917,hard cheese
2014-05-30,3917,pip fruit
2014-05-30,3996,cereals
2014-05-30,3996,med milk
2014-05-30,3996,soda
2014-05-30,4165,italian sausage
2014-05-30,4165,other vegetables
2014-05-30,4165,rolls/buns
2014-05-30,4165,sausage
2014-05-30,4297,brown bread
2014-05-30,4297,other vegetables
2014-05-30,4297,rolls/buns
2014-05-30,4363,coffee
2014-05-30,4363,hygiene articles
2014-05-30,4606,candy
2014-05-30,4606,long life bakery product
2014-05-30,4622,bottled water
2014-05-30,4622,citrus fruit
2014-05-30,4661,candy
2014-05-30,4661,whipped/sour cream
2014-05-30,4860,bottled water
2014-05-30,4860,fruit/vegetable juice
2014-05-30,4901,frozen meals
2014-05-30,4901,other vegetables
2014-05-30,4902,butter
2014-05-30,4902,other vegetables
2014-05-30,4917,italian sausage
2014-05-30,4917,rolls/buns
2014-05-31,1316,bottled beer
2014-05-31,1316,curd
2014-05-31,1316,other vegetables
2014-05-31,1316,root vegetables
2014-05-31,1387,rolls/buns
2014-05-31,1387,shopping bags
2014-05-31,1387,soda
2014-05-31,1452,margarine
2014-05-31,1452,mayonnaise
2014-05-31,1556,herbs
2014-05-31,1556,soft cheese
2014-05-31,1716,chocolate
2014-05-31,1716,large milk
2014-05-31,1883,dishes
2014-05-31,1883,misc. beverages
2014-05-31,1948,citrus fruit
2014-05-31,1948,herbs
2014-05-31,1948,pork
2014-05-31,1948,UHT-milk
2014-05-31,1948,yogurt
2014-05-31,1999,butter
2014-05-31,1999,cereals
2014-05-31,1999,dog food
2014-05-31,1999,fish
2014-05-31,1999,small milk
2014-05-31,1999,tropical fruit
2014-05-31,2025,brown bread
2014-05-31,2025,cake bar
